EMPLOYEE1,EMPLOYEE2,similarity
EMPLOYEES10150,EMPLOYEES7307,1.0
EMPLOYEES10151,EMPLOYEES10734,1.0
EMPLOYEES10152,EMPLOYEES7042,1.0
EMPLOYEES10153,EMPLOYEES8325,1.0
EMPLOYEES10154,EMPLOYEES9748,1.0
EMPLOYEES10155,EMPLOYEES2192,1.0
EMPLOYEES10156,EMPLOYEES7236,1.0
EMPLOYEES10157,EMPLOYEES13196,1.0
EMPLOYEES10158,EMPLOYEES14206,1.0
EMPLOYEES10159,EMPLOYEES12169,1.0
EMPLOYEES1016,EMPLOYEES1149,1.0
EMPLOYEES10160,EMPLOYEES5287,1.0
EMPLOYEES10161,EMPLOYEES13273,1.0
EMPLOYEES10162,EMPLOYEES4477,1.0
EMPLOYEES10163,EMPLOYEES2980,1.0
EMPLOYEES10164,EMPLOYEES8220,1.0
EMPLOYEES10165,EMPLOYEES9844,1.0
EMPLOYEES10166,EMPLOYEES13478,1.0
EMPLOYEES10167,EMPLOYEES11720,1.0
EMPLOYEES10168,EMPLOYEES12785,1.0
EMPLOYEES10169,EMPLOYEES4283,1.0
EMPLOYEES1017,EMPLOYEES12225,1.0
EMPLOYEES10171,EMPLOYEES3305,1.0
EMPLOYEES10172,EMPLOYEES11423,1.0
EMPLOYEES10173,EMPLOYEES9872,1.0
EMPLOYEES10174,EMPLOYEES4415,1.0
EMPLOYEES10175,EMPLOYEES4135,1.0
EMPLOYEES10176,EMPLOYEES13251,1.0
EMPLOYEES10177,EMPLOYEES11292,1.0
EMPLOYEES10178,EMPLOYEES13684,1.0
EMPLOYEES10179,EMPLOYEES13029,1.0
EMPLOYEES1018,EMPLOYEES2072,1.0
EMPLOYEES10180,EMPLOYEES8809,1.0
EMPLOYEES10181,EMPLOYEES7761,1.0
EMPLOYEES10182,EMPLOYEES11172,1.0
EMPLOYEES10183,EMPLOYEES2306,1.0
EMPLOYEES10184,EMPLOYEES6562,1.0
EMPLOYEES10185,EMPLOYEES8914,1.0
EMPLOYEES10186,EMPLOYEES9732,1.0
EMPLOYEES10187,EMPLOYEES12994,1.0
EMPLOYEES10188,EMPLOYEES8093,1.0
EMPLOYEES10189,EMPLOYEES4947,1.0
EMPLOYEES1019,EMPLOYEES6443,1.0
EMPLOYEES10190,EMPLOYEES6069,1.0
EMPLOYEES10191,EMPLOYEES8685,1.0
EMPLOYEES10192,EMPLOYEES9349,1.0
EMPLOYEES10193,EMPLOYEES3904,1.0
EMPLOYEES10194,EMPLOYEES10189,1.0
EMPLOYEES10195,EMPLOYEES11608,1.0
EMPLOYEES10196,EMPLOYEES13090,1.0
EMPLOYEES10197,EMPLOYEES6097,1.0
EMPLOYEES10198,EMPLOYEES9893,1.0
EMPLOYEES10199,EMPLOYEES4466,1.0
EMPLOYEES102,EMPLOYEES6443,1.0
EMPLOYEES1020,EMPLOYEES5586,1.0
EMPLOYEES10200,EMPLOYEES11481,1.0
EMPLOYEES10201,EMPLOYEES7249,1.0
EMPLOYEES10202,EMPLOYEES12729,1.0
EMPLOYEES10203,EMPLOYEES11406,1.0
EMPLOYEES10204,EMPLOYEES10796,1.0
EMPLOYEES10205,EMPLOYEES8436,1.0
EMPLOYEES10206,EMPLOYEES10027,1.0
EMPLOYEES10207,EMPLOYEES11380,1.0
EMPLOYEES10208,EMPLOYEES11815,1.0
EMPLOYEES10209,EMPLOYEES4412,1.0
EMPLOYEES1021,EMPLOYEES4690,1.0
EMPLOYEES10210,EMPLOYEES13628,1.0
EMPLOYEES10211,EMPLOYEES14668,1.0
EMPLOYEES10212,EMPLOYEES7764,1.0
EMPLOYEES10213,EMPLOYEES14176,1.0
EMPLOYEES10214,EMPLOYEES5858,1.0
EMPLOYEES10215,EMPLOYEES3618,1.0
EMPLOYEES10216,EMPLOYEES5355,1.0
EMPLOYEES10217,EMPLOYEES10015,1.0
EMPLOYEES10218,EMPLOYEES7788,1.0
EMPLOYEES10219,EMPLOYEES2604,1.0
EMPLOYEES1022,EMPLOYEES6854,1.0
EMPLOYEES10220,EMPLOYEES9638,1.0
EMPLOYEES10221,EMPLOYEES4383,1.0
EMPLOYEES10222,EMPLOYEES6826,1.0
EMPLOYEES10223,EMPLOYEES4976,1.0
EMPLOYEES10224,EMPLOYEES6816,1.0
EMPLOYEES10226,EMPLOYEES6341,1.0
EMPLOYEES10227,EMPLOYEES4642,1.0
EMPLOYEES10228,EMPLOYEES11490,1.0
EMPLOYEES10229,EMPLOYEES4859,1.0
EMPLOYEES1023,EMPLOYEES903,1.0
EMPLOYEES10230,EMPLOYEES8433,1.0
EMPLOYEES10231,EMPLOYEES11413,1.0
EMPLOYEES10232,EMPLOYEES7277,1.0
EMPLOYEES10233,EMPLOYEES10989,1.0
EMPLOYEES10234,EMPLOYEES3170,1.0
EMPLOYEES10235,EMPLOYEES12805,1.0
EMPLOYEES10236,EMPLOYEES12786,1.0
EMPLOYEES10237,EMPLOYEES6090,1.0
EMPLOYEES10238,EMPLOYEES13348,1.0
EMPLOYEES10239,EMPLOYEES13427,1.0
EMPLOYEES1024,EMPLOYEES14950,1.0
EMPLOYEES10240,EMPLOYEES11033,1.0
EMPLOYEES10241,EMPLOYEES8129,1.0
EMPLOYEES10242,EMPLOYEES4322,1.0
EMPLOYEES10243,EMPLOYEES2947,1.0
EMPLOYEES10244,EMPLOYEES13118,1.0
EMPLOYEES10245,EMPLOYEES8597,1.0
EMPLOYEES10246,EMPLOYEES14294,1.0
EMPLOYEES10247,EMPLOYEES4114,1.0
EMPLOYEES10248,EMPLOYEES5400,1.0
EMPLOYEES10249,EMPLOYEES7526,1.0
EMPLOYEES1025,EMPLOYEES11829,1.0
EMPLOYEES10250,EMPLOYEES7917,1.0
EMPLOYEES10251,EMPLOYEES6759,1.0
EMPLOYEES10252,EMPLOYEES11607,1.0
EMPLOYEES10253,EMPLOYEES13230,1.0
EMPLOYEES10254,EMPLOYEES4378,1.0
EMPLOYEES10255,EMPLOYEES9558,1.0
EMPLOYEES10256,EMPLOYEES3955,1.0
EMPLOYEES10257,EMPLOYEES13223,1.0
EMPLOYEES10258,EMPLOYEES4965,1.0
EMPLOYEES10259,EMPLOYEES6860,1.0
EMPLOYEES1026,EMPLOYEES12122,1.0
EMPLOYEES10260,EMPLOYEES3473,1.0
EMPLOYEES10261,EMPLOYEES8942,1.0
EMPLOYEES10262,EMPLOYEES11767,1.0
EMPLOYEES10263,EMPLOYEES14591,1.0
EMPLOYEES10264,EMPLOYEES11677,1.0
EMPLOYEES10265,EMPLOYEES4090,1.0
EMPLOYEES10266,EMPLOYEES1668,1.0
EMPLOYEES10267,EMPLOYEES12827,1.0
EMPLOYEES10268,EMPLOYEES5203,1.0
EMPLOYEES10269,EMPLOYEES5463,1.0
EMPLOYEES1027,EMPLOYEES94,1.0
EMPLOYEES10270,EMPLOYEES4019,1.0
EMPLOYEES10271,EMPLOYEES6060,1.0
EMPLOYEES10272,EMPLOYEES10495,1.0
EMPLOYEES10273,EMPLOYEES11304,1.0
EMPLOYEES10274,EMPLOYEES10797,1.0
EMPLOYEES10275,EMPLOYEES8422,1.0
EMPLOYEES10276,EMPLOYEES3989,1.0
EMPLOYEES10277,EMPLOYEES11927,1.0
EMPLOYEES10278,EMPLOYEES5235,1.0
EMPLOYEES10279,EMPLOYEES3041,1.0
EMPLOYEES1028,EMPLOYEES14884,1.0
EMPLOYEES10280,EMPLOYEES13150,1.0
EMPLOYEES10281,EMPLOYEES1645,1.0
EMPLOYEES10282,EMPLOYEES1363,1.0
EMPLOYEES10283,EMPLOYEES4865,1.0
EMPLOYEES10284,EMPLOYEES6673,1.0
EMPLOYEES10285,EMPLOYEES2548,1.0
EMPLOYEES10286,EMPLOYEES7469,1.0
EMPLOYEES10287,EMPLOYEES3059,1.0
EMPLOYEES10288,EMPLOYEES3838,1.0
EMPLOYEES10289,EMPLOYEES10577,1.0
EMPLOYEES1029,EMPLOYEES2175,1.0
EMPLOYEES10290,EMPLOYEES12162,1.0
EMPLOYEES10291,EMPLOYEES8285,1.0
EMPLOYEES10292,EMPLOYEES5880,1.0
EMPLOYEES10293,EMPLOYEES73,1.0
EMPLOYEES10294,EMPLOYEES5528,1.0
EMPLOYEES10295,EMPLOYEES6460,1.0
EMPLOYEES10296,EMPLOYEES11173,1.0
EMPLOYEES10297,EMPLOYEES10562,1.0
EMPLOYEES10298,EMPLOYEES11602,1.0
EMPLOYEES10299,EMPLOYEES4741,1.0
EMPLOYEES103,EMPLOYEES770,1.0
EMPLOYEES1030,EMPLOYEES14581,1.0
EMPLOYEES10300,EMPLOYEES4256,1.0
EMPLOYEES10301,EMPLOYEES2943,1.0
EMPLOYEES10302,EMPLOYEES9413,1.0
EMPLOYEES10303,EMPLOYEES7539,1.0
EMPLOYEES10304,EMPLOYEES13278,1.0
EMPLOYEES10305,EMPLOYEES13527,1.0
EMPLOYEES10306,EMPLOYEES3400,1.0
EMPLOYEES10307,EMPLOYEES5821,1.0
EMPLOYEES10308,EMPLOYEES5157,1.0
EMPLOYEES10309,EMPLOYEES9406,1.0
EMPLOYEES1031,EMPLOYEES44,1.0
EMPLOYEES10310,EMPLOYEES323,1.0
EMPLOYEES10311,EMPLOYEES3883,1.0
EMPLOYEES10312,EMPLOYEES323,1.0
EMPLOYEES10314,EMPLOYEES8356,1.0
EMPLOYEES10315,EMPLOYEES14555,1.0
EMPLOYEES10316,EMPLOYEES2541,1.0
EMPLOYEES10317,EMPLOYEES7671,1.0
EMPLOYEES10318,EMPLOYEES9131,1.0
EMPLOYEES10319,EMPLOYEES7893,1.0
EMPLOYEES1032,EMPLOYEES14367,1.0
EMPLOYEES10320,EMPLOYEES8489,1.0
EMPLOYEES10321,EMPLOYEES9352,1.0
EMPLOYEES10322,EMPLOYEES6713,1.0
EMPLOYEES10323,EMPLOYEES12788,1.0
EMPLOYEES10324,EMPLOYEES10906,1.0
EMPLOYEES10325,EMPLOYEES2164,1.0
EMPLOYEES10326,EMPLOYEES9610,1.0
EMPLOYEES10327,EMPLOYEES7807,1.0
EMPLOYEES10328,EMPLOYEES9278,1.0
EMPLOYEES10329,EMPLOYEES7028,1.0
EMPLOYEES1033,EMPLOYEES10853,1.0
EMPLOYEES10330,EMPLOYEES2740,1.0
EMPLOYEES10331,EMPLOYEES8552,1.0
EMPLOYEES10332,EMPLOYEES5245,1.0
EMPLOYEES10333,EMPLOYEES543,1.0
EMPLOYEES10334,EMPLOYEES13526,1.0
EMPLOYEES10335,EMPLOYEES4405,1.0
EMPLOYEES10336,EMPLOYEES7838,1.0
EMPLOYEES10337,EMPLOYEES14209,1.0
EMPLOYEES10338,EMPLOYEES12798,1.0
EMPLOYEES10339,EMPLOYEES10589,1.0
EMPLOYEES1034,EMPLOYEES14087,1.0
EMPLOYEES10340,EMPLOYEES13905,1.0
EMPLOYEES10341,EMPLOYEES5711,1.0
EMPLOYEES10342,EMPLOYEES8651,1.0
EMPLOYEES10343,EMPLOYEES8211,1.0
EMPLOYEES10344,EMPLOYEES4450,1.0
EMPLOYEES10345,EMPLOYEES13333,1.0
EMPLOYEES10346,EMPLOYEES6222,1.0
EMPLOYEES10347,EMPLOYEES2508,1.0
EMPLOYEES10348,EMPLOYEES10322,1.0
EMPLOYEES10349,EMPLOYEES1842,1.0
EMPLOYEES1035,EMPLOYEES1202,1.0
EMPLOYEES10350,EMPLOYEES4394,1.0
EMPLOYEES10351,EMPLOYEES5129,1.0
EMPLOYEES10352,EMPLOYEES7230,1.0
EMPLOYEES10353,EMPLOYEES7942,1.0
EMPLOYEES10354,EMPLOYEES14966,1.0
EMPLOYEES10355,EMPLOYEES5212,1.0
EMPLOYEES10356,EMPLOYEES7753,1.0
EMPLOYEES10357,EMPLOYEES7831,1.0
EMPLOYEES10358,EMPLOYEES9703,1.0
EMPLOYEES10359,EMPLOYEES7427,1.0
EMPLOYEES1036,EMPLOYEES616,1.0
EMPLOYEES10360,EMPLOYEES8063,1.0
EMPLOYEES10361,EMPLOYEES2371,1.0
EMPLOYEES10362,EMPLOYEES6025,1.0
EMPLOYEES10363,EMPLOYEES5663,1.0
EMPLOYEES10364,EMPLOYEES8339,1.0
EMPLOYEES10365,EMPLOYEES10407,1.0
EMPLOYEES10366,EMPLOYEES4164,1.0
EMPLOYEES10367,EMPLOYEES10024,1.0
EMPLOYEES10368,EMPLOYEES7537,1.0
EMPLOYEES10369,EMPLOYEES8755,1.0
EMPLOYEES1037,EMPLOYEES667,1.0
EMPLOYEES10370,EMPLOYEES11408,1.0
EMPLOYEES10371,EMPLOYEES2022,1.0
EMPLOYEES10372,EMPLOYEES4941,1.0
EMPLOYEES10373,EMPLOYEES11485,1.0
EMPLOYEES10374,EMPLOYEES8952,1.0
EMPLOYEES10375,EMPLOYEES5643,1.0
EMPLOYEES10376,EMPLOYEES4858,1.0
EMPLOYEES10377,EMPLOYEES3381,1.0
EMPLOYEES10378,EMPLOYEES3264,1.0
EMPLOYEES10379,EMPLOYEES13278,1.0
EMPLOYEES1038,EMPLOYEES14619,1.0
EMPLOYEES10380,EMPLOYEES5136,1.0
EMPLOYEES10381,EMPLOYEES11731,1.0
EMPLOYEES10382,EMPLOYEES9671,1.0
EMPLOYEES10383,EMPLOYEES6505,1.0
EMPLOYEES10384,EMPLOYEES10138,1.0
EMPLOYEES10385,EMPLOYEES11499,1.0
EMPLOYEES10386,EMPLOYEES5488,1.0
EMPLOYEES10387,EMPLOYEES11635,1.0
EMPLOYEES10388,EMPLOYEES8363,1.0
EMPLOYEES10389,EMPLOYEES3164,1.0
EMPLOYEES1039,EMPLOYEES6757,1.0
EMPLOYEES10390,EMPLOYEES8542,1.0
EMPLOYEES10391,EMPLOYEES2113,1.0
EMPLOYEES10392,EMPLOYEES14090,1.0
EMPLOYEES10393,EMPLOYEES9894,1.0
EMPLOYEES10394,EMPLOYEES14726,1.0
EMPLOYEES10395,EMPLOYEES6204,1.0
EMPLOYEES10396,EMPLOYEES11723,1.0
EMPLOYEES10397,EMPLOYEES6702,1.0
EMPLOYEES10398,EMPLOYEES450,1.0
EMPLOYEES10399,EMPLOYEES9871,1.0
EMPLOYEES104,EMPLOYEES1102,1.0
EMPLOYEES1040,EMPLOYEES6288,1.0
EMPLOYEES10400,EMPLOYEES8456,1.0
EMPLOYEES10401,EMPLOYEES4585,1.0
EMPLOYEES10402,EMPLOYEES2921,1.0
EMPLOYEES10403,EMPLOYEES7163,1.0
EMPLOYEES10404,EMPLOYEES2748,1.0
EMPLOYEES10405,EMPLOYEES9921,1.0
EMPLOYEES10407,EMPLOYEES10365,1.0
EMPLOYEES10408,EMPLOYEES11562,1.0
EMPLOYEES10409,EMPLOYEES6104,1.0
EMPLOYEES1041,EMPLOYEES480,1.0
EMPLOYEES10410,EMPLOYEES1879,1.0
EMPLOYEES10411,EMPLOYEES14479,1.0
EMPLOYEES10412,EMPLOYEES9080,1.0
EMPLOYEES10413,EMPLOYEES3728,1.0
EMPLOYEES10414,EMPLOYEES4959,1.0
EMPLOYEES10415,EMPLOYEES3872,1.0
EMPLOYEES10416,EMPLOYEES10104,1.0
EMPLOYEES10417,EMPLOYEES1398,1.0
EMPLOYEES10418,EMPLOYEES3948,1.0
EMPLOYEES10419,EMPLOYEES10790,1.0
EMPLOYEES1042,EMPLOYEES13974,1.0
EMPLOYEES10420,EMPLOYEES5311,1.0
EMPLOYEES10421,EMPLOYEES8183,1.0
EMPLOYEES10422,EMPLOYEES13692,1.0
EMPLOYEES10423,EMPLOYEES7745,1.0
EMPLOYEES10424,EMPLOYEES1081,1.0
EMPLOYEES10425,EMPLOYEES1200,1.0
EMPLOYEES10426,EMPLOYEES3460,1.0
EMPLOYEES10427,EMPLOYEES9100,1.0
EMPLOYEES10428,EMPLOYEES4222,1.0
EMPLOYEES10429,EMPLOYEES4055,1.0
EMPLOYEES1043,EMPLOYEES11787,1.0
EMPLOYEES10430,EMPLOYEES8160,1.0
EMPLOYEES10431,EMPLOYEES13899,1.0
EMPLOYEES10432,EMPLOYEES6886,1.0
EMPLOYEES10433,EMPLOYEES8846,1.0
EMPLOYEES10434,EMPLOYEES8223,1.0
EMPLOYEES10435,EMPLOYEES380,1.0
EMPLOYEES10436,EMPLOYEES5955,1.0
EMPLOYEES10437,EMPLOYEES6105,1.0
EMPLOYEES10438,EMPLOYEES5353,1.0
EMPLOYEES10439,EMPLOYEES2999,1.0
EMPLOYEES1044,EMPLOYEES12543,1.0
EMPLOYEES10440,EMPLOYEES791,1.0
EMPLOYEES10441,EMPLOYEES6834,1.0
EMPLOYEES10442,EMPLOYEES9198,1.0
EMPLOYEES10443,EMPLOYEES14320,1.0
EMPLOYEES10444,EMPLOYEES7894,1.0
EMPLOYEES10445,EMPLOYEES14015,1.0
EMPLOYEES10446,EMPLOYEES7531,1.0
EMPLOYEES10447,EMPLOYEES13425,1.0
EMPLOYEES10448,EMPLOYEES13070,1.0
EMPLOYEES10449,EMPLOYEES6391,1.0
EMPLOYEES1045,EMPLOYEES13180,1.0
EMPLOYEES10450,EMPLOYEES14841,1.0
EMPLOYEES10451,EMPLOYEES8360,1.0
EMPLOYEES10452,EMPLOYEES6918,1.0
EMPLOYEES10453,EMPLOYEES5881,1.0
EMPLOYEES10454,EMPLOYEES8129,1.0
EMPLOYEES10455,EMPLOYEES2860,1.0
EMPLOYEES10456,EMPLOYEES11030,1.0
EMPLOYEES10457,EMPLOYEES3775,1.0
EMPLOYEES10458,EMPLOYEES11553,1.0
EMPLOYEES10459,EMPLOYEES7762,1.0
EMPLOYEES1046,EMPLOYEES14426,1.0
EMPLOYEES10460,EMPLOYEES8758,1.0
EMPLOYEES10461,EMPLOYEES4725,1.0
EMPLOYEES10462,EMPLOYEES4979,1.0
EMPLOYEES10463,EMPLOYEES6929,1.0
EMPLOYEES10465,EMPLOYEES8799,1.0
EMPLOYEES10466,EMPLOYEES5243,1.0
EMPLOYEES10467,EMPLOYEES695,1.0
EMPLOYEES10468,EMPLOYEES7303,1.0
EMPLOYEES10469,EMPLOYEES6091,1.0
EMPLOYEES1047,EMPLOYEES750,1.0
EMPLOYEES10470,EMPLOYEES6444,1.0
EMPLOYEES10471,EMPLOYEES14948,1.0
EMPLOYEES10472,EMPLOYEES14200,1.0
EMPLOYEES10473,EMPLOYEES5852,1.0
EMPLOYEES10474,EMPLOYEES10080,1.0
EMPLOYEES10475,EMPLOYEES12834,1.0
EMPLOYEES10476,EMPLOYEES7011,1.0
EMPLOYEES10477,EMPLOYEES9399,1.0
EMPLOYEES10478,EMPLOYEES7492,1.0
EMPLOYEES10479,EMPLOYEES9680,1.0
EMPLOYEES1048,EMPLOYEES12223,1.0
EMPLOYEES10480,EMPLOYEES3781,1.0
EMPLOYEES10481,EMPLOYEES12066,1.0
EMPLOYEES10482,EMPLOYEES10746,1.0
EMPLOYEES10483,EMPLOYEES3770,1.0
EMPLOYEES10484,EMPLOYEES4817,1.0
EMPLOYEES10485,EMPLOYEES13339,1.0
EMPLOYEES10486,EMPLOYEES5904,1.0
